type,beds,bath,propertysqft,locality,sublocality,label
Multi_family_home_for_sale,35,16,15000,New_York,Kings_County,1
Multi_family_home_for_sale,5,3,1740,New_York,Queens_County,0
Multi_family_home_for_sale,4,2,1998,New_York,Bronx_County,0
House_for_sale,6,4,2886,New_York,Queens_County,0
Co_op_for_sale,2,2,1200,Kings_County,Brooklyn,0
House_for_sale,2,1,900,New_York,Richmond_County,0
House_for_sale,3,1,430,New_York_County,New_York,0
Multi_family_home_for_sale,5,2,2754,New_York,Richmond_County,0
Condo_for_sale,1,1,782,Bronx_County,The_Bronx,0
Multi_family_home_for_sale,7,3,3036,New_York,Bronx_County,0
Co_op_for_sale,2,1,789,Richmond_County,Staten_Island,0
House_for_sale,2,2,2250,New_York,Richmond_County,0
Multi_family_home_for_sale,7,2,3240,New_York,Kings_County,1
Co_op_for_sale,2,1,800,Queens_County,Queens,0
House_for_sale,3,2,1500,New_York,Queens_County,0
Condo_for_sale,3,2,1400,New_York,Kings_County,0
Co_op_for_sale,2,1,750,New_York_County,New_York,0
House_for_sale,3,1,1392,New_York,Kings_County,0
Condo_for_sale,3,3,1884,New_York_County,New_York,1
Condo_for_sale,3,2,1165,Brooklyn,Coney_Island,0
Co_op_for_sale,2,1,800,New_York,Bronx_County,0
Townhouse_for_sale,3,2,1998,New_York,Kings_County,1
Multi_family_home_for_sale,4,2,2375,New_York,Richmond_County,0
House_for_sale,3,2,1140,New_York,Richmond_County,0
Co_op_for_sale,1,1,850,Bronx_County,The_Bronx,0
House_for_sale,3,2,3600,New_York,Queens_County,1
Multi_family_home_for_sale,4,3,2270,New_York,Bronx_County,0
Co_op_for_sale,1,1,750,Queens_County,Queens,0
Multi_family_home_for_sale,6,2,3600,New_York,New_York_County,1
Multi_family_home_for_sale,4,3,2185,New_York,Richmond_County,0
House_for_sale,3,2,1320,New_York,Queens_County,0
House_for_sale,3,2,1560,New_York,Queens_County,1
House_for_sale,5,3,2160,New_York,Kings_County,1
House_for_sale,4,2,1440,New_York,Queens_County,0
Multi_family_home_for_sale,4,2,1420,New_York,Bronx_County,0
Multi_family_home_for_sale,5,2,2248,New_York,Queens_County,0
Co_op_for_sale,2,1,745,Queens_County,Queens,0
Townhouse_for_sale,1,2,1059,New_York,Richmond_County,0
Co_op_for_sale,2,1,745,Queens_County,Queens,0
Townhouse_for_sale,1,2,1059,New_York,Richmond_County,0
House_for_sale,3,2,2279,New_York,Kings_County,0
Condo_for_sale,3,2,1046,Kings_County,Brooklyn,0
Contingent,1,1,750,Richmond_County,Staten_Island,0
House_for_sale,2,2,896,New_York,Queens_County,0
Townhouse_for_sale,9,6,5939,New_York,New_York_County,1
Condo_for_sale,3,1,701,Kings_County,Brooklyn,0
Pending,4,2,1348,Bronx_County,The_Bronx,0
Pending,5,4,2169,New_York,Kings_County,1
House_for_sale,4,2,1884,New_York,Richmond_County,0
Townhouse_for_sale,5,4,4296,New_York,Kings_County,1
House_for_sale,5,6,7723,New_York,Queens_County,1
Townhouse_for_sale,7,4,5100,New_York,Kings_County,1
House_for_sale,3,2,1232,New_York,Richmond_County,0
House_for_sale,3,2,1232,New_York,Richmond_County,0
Multi_family_home_for_sale,4,3,3176,New_York,Queens_County,1
Multi_family_home_for_sale,4,2,1827,New_York,Kings_County,0
Multi_family_home_for_sale,5,2,2144,New_York,Richmond_County,0
Condo_for_sale,2,2,1164,New_York,Bronx_County,0
Townhouse_for_sale,3,4,3376,Kings_County,Brooklyn,1
House_for_sale,2,2,5834,New_York,New_York_County,1
Co_op_for_sale,3,2,1300,Bronx_County,The_Bronx,0
House_for_sale,3,2,1476,New_York,Richmond_County,0
Co_op_for_sale,2,2,1600,Queens_County,Queens,0
House_for_sale,3,1,1428,New_York,Richmond_County,0
Condo_for_sale,2,2,824,Queens_County,Queens,0
Townhouse_for_sale,6,4,4900,New_York,New_York_County,1
Townhouse_for_sale,4,2,2160,New_York,New_York_County,1
Condo_for_sale,5,4,3180,New_York,New_York_County,1
House_for_sale,2,2,988,New_York,Bronx_County,0
Contingent,4,2,2280,New_York,Richmond_County,0
House_for_sale,3,2,864,New_York,Richmond_County,0
House_for_sale,5,3,2076,New_York,Bronx_County,0
Pending,5,3,2472,New_York,Kings_County,0
House_for_sale,3,5,4600,New_York,Kings_County,1
Condo_for_sale,2,1,766,New_York_County,New_York,0
Multi_family_home_for_sale,4,4,2279,New_York,Richmond_County,1
Co_op_for_sale,3,2,1500,Bronx_County,The_Bronx,0
House_for_sale,3,2,1065,New_York,Queens_County,0
Condo_for_sale,3,2,1711,Kings_County,Brooklyn,1
Co_op_for_sale,3,2,1480,Kings_County,Brooklyn,0
House_for_sale,3,2,1224,New_York,Bronx_County,0
Multi_family_home_for_sale,5,2,2600,New_York,Bronx_County,0
Multi_family_home_for_sale,5,2,3443,New_York,Kings_County,0
Co_op_for_sale,2,2,1160,Kings_County,Brooklyn,0
Pending,1,1,814,Kings_County,Brooklyn,1
Pending,4,3,1788,New_York,Kings_County,1
Co_op_for_sale,1,1,900,Bronx_County,The_Bronx,0
Co_op_for_sale,1,1,1000,New_York_County,New_York,1
House_for_sale,4,2,2192,New_York,Richmond_County,1
Townhouse_for_sale,10,4,5353,New_York,Kings_County,1
House_for_sale,6,3,2400,New_York,Bronx_County,1
Multi_family_home_for_sale,4,3,1344,New_York,Kings_County,0
Multi_family_home_for_sale,4,4,2400,New_York,Richmond_County,0
Co_op_for_sale,2,1,1000,New_York_County,New_York,0
Co_op_for_sale,1,1,900,Queens_County,Queens,0
House_for_sale,7,6,7000,New_York,New_York_County,1
Co_op_for_sale,2,1,1069,Queens_County,Queens,0
Multi_family_home_for_sale,16,16,10720,New_York,Kings_County,1
Condo_for_sale,3,4,4412,New_York,New_York_County,1
House_for_sale,3,2,1284,New_York,Richmond_County,0
Townhouse_for_sale,7,8,5000,New_York,New_York_County,1
Co_op_for_sale,2,2,1200,Kings_County,Brooklyn,0
House_for_sale,3,1,1050,New_York,Richmond_County,0
House_for_sale,2,2,1144,New_York,Kings_County,1
Condo_for_sale,2,2,1793,New_York_County,New_York,1
Co_op_for_sale,2,1,686,New_York_County,New_York,0
House_for_sale,4,4,2743,New_York_County,New_York,1
House_for_sale,3,3,1444,New_York,Queens_County,0
House_for_sale,4,4,3150,New_York,Richmond_County,1
House_for_sale,3,2,1650,New_York,Bronx_County,0
Co_op_for_sale,3,1,1200,Kings_County,Brooklyn,0
House_for_sale,5,4,1802,United_States,New_York,0
Multi_family_home_for_sale,6,3,1526,New_York,Bronx_County,0
House_for_sale,3,2,1480,New_York,Bronx_County,0
Co_op_for_sale,2,1,875,Bronx_County,The_Bronx,0
Pending,8,6,6200,New_York,Kings_County,1
House_for_sale,5,2,1716,New_York,Richmond_County,0
Co_op_for_sale,1,1,750,Bronx_County,The_Bronx,0
House_for_sale,3,2,900,New_York,Richmond_County,0
Multi_family_home_for_sale,4,3,1408,New_York,Kings_County,0
Multi_family_home_for_sale,4,2,1824,New_York,Kings_County,1
Townhouse_for_sale,5,5,3134,New_York,Queens_County,1
Co_op_for_sale,2,1,1100,Kings_County,Brooklyn,0
House_for_sale,7,6,11250,New_York,Richmond_County,1
House_for_sale,4,4,3300,New_York,Bronx_County,1
House_for_sale,7,6,11250,New_York,Richmond_County,1
House_for_sale,6,4,2720,New_York,Richmond_County,0
House_for_sale,4,4,3300,New_York,Bronx_County,1
Multi_family_home_for_sale,5,3,1800,New_York,Bronx_County,0
House_for_sale,5,6,3045,New_York,Queens_County,1
Co_op_for_sale,2,1,1050,New_York_County,New_York,0
Condo_for_sale,3,1,445,New_York_County,New_York,0
House_for_sale,4,2,1248,New_York,Richmond_County,0
House_for_sale,3,2,1272,New_York,Richmond_County,0
House_for_sale,4,2,2000,New_York,Richmond_County,0
House_for_sale,3,2,1780,New_York,Kings_County,0
Multi_family_home_for_sale,3,4,2700,New_York,Kings_County,0
House_for_sale,3,4,4450,New_York,Bronx_County,1
House_for_sale,3,2,1128,New_York,Kings_County,0
House_for_sale,3,2,3080,New_York,Bronx_County,0
House_for_sale,5,3,2295,New_York,Kings_County,1
Multi_family_home_for_sale,6,3,3150,New_York,Bronx_County,0
Townhouse_for_sale,5,4,4100,New_York,Kings_County,1
Condo_for_sale,2,2,1008,Richmond_County,Staten_Island,0
Co_op_for_sale,2,2,1600,New_York,New_York_County,1
Pending,1,2,1074,Queens_County,Queens,0
Multi_family_home_for_sale,6,5,2245,New_York,Queens_County,1
Co_op_for_sale,3,2,1026,Queens_County,Queens,0
House_for_sale,4,4,3420,New_York,Richmond_County,1
Multi_family_home_for_sale,5,3,1376,New_York,Richmond_County,0
House_for_sale,4,2,2180,New_York,Richmond_County,0
Multi_family_home_for_sale,3,2,1300,New_York,Queens_County,0
House_for_sale,4,3,1320,New_York,Richmond_County,0
Pending,3,2,2259,New_York,Richmond_County,0
House_for_sale,1,1,608,New_York,Richmond_County,0
House_for_sale,4,4,3645,New_York,Queens_County,1
House_for_sale,2,1,1000,New_York_County,New_York,0
Co_op_for_sale,2,2,1200,Bronx_County,The_Bronx,0
House_for_sale,3,2,1900,New_York,Kings_County,0
House_for_sale,4,2,1960,New_York,Queens_County,1
House_for_sale,4,3,1760,New_York,Queens_County,1
House_for_sale,4,4,3150,New_York,Richmond_County,1
Condo_for_sale,3,1,441,New_York_County,New_York,0
Pending,4,4,4342,New_York,Kings_County,1
Co_op_for_sale,1,1,750,Kings_County,Brooklyn,0
Pending,1,1,725,Queens_County,Queens,0
House_for_sale,5,4,3800,New_York,Richmond_County,1
Condo_for_sale,1,1,850,Kings_County,Brooklyn,0
Co_op_for_sale,3,3,1750,New_York_County,New_York,1
Condo_for_sale,2,1,550,Kings_County,Brooklyn,0
Condo_for_sale,2,1,550,Kings_County,Brooklyn,0
House_for_sale,4,2,1200,New_York,Queens_County,0
House_for_sale,3,3,1328,New_York,Bronx_County,0
House_for_sale,3,2,1596,New_York,Richmond_County,0
Condo_for_sale,2,2,1274,New_York_County,New_York,1
House_for_sale,6,4,2223,New_York,Bronx_County,0
Co_op_for_sale,1,1,900,United_States,New_York,0
House_for_sale,4,4,2100,New_York,Queens_County,0
Co_op_for_sale,1,1,680,Kings_County,Brooklyn,0
House_for_sale,3,2,1600,New_York,Bronx_County,0
House_for_sale,5,4,3500,New_York,Richmond_County,1
Townhouse_for_sale,2,2,1364,New_York,Richmond_County,0
Co_op_for_sale,1,1,676,Bronx_County,The_Bronx,0
Contingent,3,2,1943,New_York,Richmond_County,0
Contingent,3,1,1008,New_York,Richmond_County,0
Contingent,3,2,1486,New_York,Richmond_County,0
House_for_sale,7,8,10100,New_York,Bronx_County,1
Condo_for_sale,2,1,815,New_York,Bronx_County,0
Townhouse_for_sale,3,2,1150,New_York,Richmond_County,0
Multi_family_home_for_sale,6,4,3850,New_York,Bronx_County,1
Condo_for_sale,3,4,1779,New_York_County,New_York,1
House_for_sale,4,2,1800,New_York,Queens_County,0
Pending,5,7,4384,New_York,New_York_County,1
Townhouse_for_sale,4,3,2160,Bronx_County,The_Bronx,0
Condo_for_sale,2,2,1652,New_York,New_York_County,1
House_for_sale,4,2,1800,New_York,Queens_County,0
Co_op_for_sale,1,1,950,Richmond_County,Staten_Island,0
House_for_sale,3,2,1760,New_York,Queens_County,0
Townhouse_for_sale,4,3,2160,Bronx_County,The_Bronx,0
Townhouse_for_sale,4,4,2601,New_York,Kings_County,1
Co_op_for_sale,1,1,900,Bronx_County,The_Bronx,0
House_for_sale,5,4,1928,New_York,Queens_County,1
Condo_for_sale,3,3,1398,Kings_County,Brooklyn,1
House_for_sale,24,8,9500,New_York,Kings_County,1
Co_op_for_sale,2,1,900,Bronx_County,The_Bronx,0
Townhouse_for_sale,3,2,1596,New_York,Queens_County,0
Condo_for_sale,2,2,995,Queens_County,Queens,0
Co_op_for_sale,3,3,995,Bronx_County,The_Bronx,1
Co_op_for_sale,3,3,995,New_York_County,New_York,1
House_for_sale,3,2,2868,New_York,Richmond_County,0
Co_op_for_sale,1,1,900,New_York_County,New_York,0
Co_op_for_sale,2,1,791,Bronx_County,The_Bronx,0
Condo_for_sale,2,2,2035,New_York_County,New_York,1
Contingent,4,4,1798,New_York,Richmond_County,0
House_for_sale,2,2,995,New_York,Bronx_County,0
Co_op_for_sale,3,2,1100,Queens_County,Queens,0
House_for_sale,2,1,1100,New_York,Richmond_County,0
Contingent,12,6,3900,New_York,Kings_County,0
House_for_sale,5,5,7200,New_York,Richmond_County,1
House_for_sale,3,3,2100,New_York,Kings_County,1
House_for_sale,5,4,4959,New_York,Kings_County,1
Co_op_for_sale,2,1,857,Bronx_County,The_Bronx,0
House_for_sale,4,5,6300,New_York,Richmond_County,1
House_for_sale,2,2,1260,New_York,Richmond_County,0
House_for_sale,2,2,1450,New_York,Richmond_County,0
Condo_for_sale,2,2,1043,New_York_County,New_York,1
Co_op_for_sale,2,1,925,Queens_County,Queens,0
Multi_family_home_for_sale,4,3,1848,New_York,Queens_County,1
Multi_family_home_for_sale,6,4,3328,New_York,Richmond_County,1
House_for_sale,3,2,1320,New_York,Kings_County,0
Co_op_for_sale,1,1,750,Kings_County,Brooklyn,0
Condo_for_sale,2,2,905,New_York,Kings_County,0
House_for_sale,4,4,1596,New_York,Queens_County,1
House_for_sale,3,2,1824,New_York,Richmond_County,0
Co_op_for_sale,2,1,875,Bronx_County,The_Bronx,0
Contingent,4,6,5600,New_York,Richmond_County,1
Contingent,3,2,1950,New_York,Richmond_County,0
House_for_sale,3,2,1240,New_York,Queens_County,0
Co_op_for_sale,1,1,850,Bronx_County,The_Bronx,0
Co_op_for_sale,1,1,610,New_York_County,New_York,0
Pending,1,1,750,Kings_County,Brooklyn,0
Multi_family_home_for_sale,10,10,3933,New_York,Kings_County,1
Multi_family_home_for_sale,4,4,2250,New_York,Richmond_County,1
Multi_family_home_for_sale,9,5,5500,New_York,Bronx_County,1
House_for_sale,3,2,2362,New_York,Richmond_County,0
Condo_for_sale,2,2,1100,Kings_County,Brooklyn,1
Co_op_for_sale,2,1,675,Queens_County,Queens,0
Pending,7,4,3617,New_York,Bronx_County,1
Co_op_for_sale,1,1,585,Queens_County,Queens,0
Co_op_for_sale,3,1,450,Kings_County,Brooklyn,0
Condo_for_sale,2,2,1860,Queens_County,Queens,1
Townhouse_for_sale,6,4,3976,New_York,New_York_County,1
Multi_family_home_for_sale,3,2,2700,New_York,Richmond_County,1
Co_op_for_sale,2,1,900,Bronx_County,The_Bronx,0
House_for_sale,6,2,1596,New_York,Queens_County,1
House_for_sale,3,1,1644,New_York,Richmond_County,0
Co_op_for_sale,3,2,1880,New_York_County,New_York,0
Condo_for_sale,2,2,1860,Queens_County,Queens,1
Co_op_for_sale,2,1,900,Bronx_County,The_Bronx,0
Co_op_for_sale,1,1,600,New_York_County,New_York,0
Multi_family_home_for_sale,3,3,1800,New_York,Kings_County,0
Condo_for_sale,2,2,800,Bronx_County,The_Bronx,0
Co_op_for_sale,3,1,652,Brooklyn,Brooklyn_Heights,0
Co_op_for_sale,1,1,700,Queens_County,Queens,0
Condo_for_sale,2,2,1440,New_York,Richmond_County,0
Multi_family_home_for_sale,8,5,2300,New_York,Bronx_County,0
Co_op_for_sale,3,2,1250,New_York_County,New_York,0
House_for_sale,3,1,1200,United_States,New_York,0
House_for_sale,4,2,1680,New_York,Queens_County,0
Condo_for_sale,2,2,1230,Kings_County,Brooklyn,0
Townhouse_for_sale,7,6,8500,New_York,New_York_County,1
House_for_sale,6,4,1440,New_York,Kings_County,1
Multi_family_home_for_sale,7,4,3280,New_York,Bronx_County,1
Co_op_for_sale,3,1,503,Bronx_County,The_Bronx,0
House_for_sale,4,2,2000,New_York,Bronx_County,0
House_for_sale,4,2,2000,New_York,Bronx_County,0
Foreclosure,4,2,1344,New_York,Richmond_County,0
House_for_sale,3,2,1150,New_York,Richmond_County,0
Townhouse_for_sale,3,1,1224,New_York,Queens_County,1
Contingent,3,1,1316,New_York,Richmond_County,0
Condo_for_sale,3,3,1862,New_York_County,New_York,1
Contingent,4,2,1871,New_York,Richmond_County,0
Multi_family_home_for_sale,6,3,1872,New_York,Queens_County,0
Multi_family_home_for_sale,6,2,2280,New_York,Bronx_County,0
House_for_sale,2,2,1820,New_York,Kings_County,0
Multi_family_home_for_sale,6,2,3490,New_York,Kings_County,0
House_for_sale,3,2,1064,New_York,Kings_County,0
Multi_family_home_for_sale,8,5,3960,New_York,Bronx_County,0
Condo_for_sale,3,1,1100,Bronx_County,The_Bronx,0
Multi_family_home_for_sale,4,2,2185,New_York,Bronx_County,1
Multi_family_home_for_sale,4,2,1680,New_York,Richmond_County,0
Townhouse_for_sale,5,6,8725,New_York,New_York_County,1
House_for_sale,3,2,1332,New_York,Richmond_County,0
Condo_for_sale,3,2,1156,Queens_County,Queens,0
House_for_sale,3,2,1324,New_York,Kings_County,0
Co_op_for_sale,2,1,850,Kings_County,Brooklyn,0
House_for_sale,4,3,1746,New_York,Queens_County,0
Townhouse_for_sale,6,6,6798,New_York,New_York_County,1
House_for_sale,5,3,3375,New_York,Queens_County,1
Condo_for_sale,3,1,660,New_York_County,New_York,0
House_for_sale,5,2,2200,New_York,Kings_County,1
Contingent,3,2,1592,New_York,Richmond_County,0
Multi_family_home_for_sale,3,2,1928,New_York,Richmond_County,1
Townhouse_for_sale,8,8,5046,New_York,New_York_County,1
Co_op_for_sale,1,1,440,Kings_County,Brooklyn,0
Multi_family_home_for_sale,6,3,2018,New_York,Queens_County,1
Condo_for_sale,2,2,1102,New_York,Bronx_County,0
Multi_family_home_for_sale,9,3,3168,New_York,Bronx_County,0
Co_op_for_sale,3,2,1571,Queens_County,Queens,0
Co_op_for_sale,3,1,500,New_York_County,New_York,0
Multi_family_home_for_sale,3,2,2648,New_York,Queens_County,1
Townhouse_for_sale,3,6,6336,New_York,New_York_County,1
House_for_sale,5,3,1500,New_York,Queens_County,0
Multi_family_home_for_sale,5,3,1916,New_York,Kings_County,1
House_for_sale,3,4,2380,New_York,Richmond_County,1
House_for_sale,2,2,750,New_York,Kings_County,0
Multi_family_home_for_sale,6,5,2500,New_York,Queens_County,1
House_for_sale,2,2,1089,New_York,Bronx_County,0
House_for_sale,4,2,2273,New_York,Bronx_County,1
Co_op_for_sale,3,2,1440,Queens_County,Queens,0
Multi_family_home_for_sale,3,4,1171,New_York,Bronx_County,0
Condo_for_sale,3,4,2054,New_York,Manhattan,1
Townhouse_for_sale,3,4,2201,New_York,New_York_County,1
House_for_sale,4,2,2948,New_York,Bronx_County,1
Townhouse_for_sale,4,2,4250,New_York,New_York_County,1
House_for_sale,3,2,980,New_York,Richmond_County,0
House_for_sale,2,1,800,New_York,Richmond_County,0
Multi_family_home_for_sale,4,4,2720,New_York,Richmond_County,0
Co_op_for_sale,1,1,650,Kings_County,Brooklyn,0
Townhouse_for_sale,2,2,1270,New_York,Richmond_County,0
Condo_for_sale,11,1,747,New_York_County,New_York,0
Co_op_for_sale,2,2,1100,Bronx_County,The_Bronx,0
Co_op_for_sale,1,1,1017,Queens_County,Queens,0
House_for_sale,3,2,1344,New_York,Queens_County,0
Condo_for_sale,1,1,650,Richmond_County,Staten_Island,0
Multi_family_home_for_sale,6,6,5712,New_York,Queens_County,1
House_for_sale,3,2,1596,New_York,Queens_County,0
House_for_sale,3,2,1144,New_York,Bronx_County,0
Condo_for_sale,1,1,700,Queens_County,Queens,0
Condo_for_sale,1,1,700,Queens_County,Queens,0
House_for_sale,3,2,1144,New_York,Bronx_County,0
House_for_sale,5,3,1200,New_York,Kings_County,1
Multi_family_home_for_sale,3,2,1535,New_York,Kings_County,0
Co_op_for_sale,2,1,1000,Queens_County,Queens,0
Townhouse_for_sale,2,2,996,New_York,Richmond_County,0
Multi_family_home_for_sale,3,1,5400,Richmond_County,Staten_Island,1
Townhouse_for_sale,9,5,5000,New_York,New_York_County,1
House_for_sale,3,2,1200,New_York,Queens_County,0
House_for_sale,4,1,960,New_York,Richmond_County,0
Co_op_for_sale,2,2,1300,Queens_County,Queens,0
Pending,7,4,2832,New_York,Kings_County,1
Pending,7,4,2832,New_York,Kings_County,1
Co_op_for_sale,2,2,1300,Queens_County,Queens,0
Condo_for_sale,2,2,1095,Kings_County,Brooklyn,0
Pending,3,4,3050,New_York,Kings_County,1
House_for_sale,3,4,1672,New_York,Richmond_County,1
Multi_family_home_for_sale,8,4,3448,New_York,Kings_County,1
House_for_sale,3,2,2700,New_York,Richmond_County,1
House_for_sale,3,2,2410,New_York,Bronx_County,0
House_for_sale,2,2,862,New_York,Kings_County,0
House_for_sale,4,4,2060,New_York,Queens_County,0
Condo_for_sale,3,2,4000,New_York_County,New_York,1
Co_op_for_sale,3,1,1400,New_York,Bronx_County,0
House_for_sale,3,2,1508,New_York,Kings_County,1
Multi_family_home_for_sale,4,4,3620,New_York,Richmond_County,1
House_for_sale,2,2,1354,New_York,Richmond_County,0
Co_op_for_sale,3,1,512,Queens_County,Queens,0
Condo_for_sale,2,2,995,Queens_County,Queens,0
Townhouse_for_sale,5,6,7058,New_York,New_York_County,1
House_for_sale,3,2,1208,New_York,Queens_County,0
Co_op_for_sale,1,1,900,Bronx_County,The_Bronx,0
Co_op_for_sale,1,1,875,Bronx_County,The_Bronx,0
Condo_for_sale,2,1,825,Queens_County,Queens,0
Co_op_for_sale,1,1,900,Bronx_County,The_Bronx,0
Townhouse_for_sale,5,6,7058,New_York,New_York_County,1
Pending,4,4,3111,New_York,Queens_County,1
Multi_family_home_for_sale,5,2,1780,New_York,Kings_County,0
Condo_for_sale,3,2,1272,Kings_County,Brooklyn,0
House_for_sale,3,3,2275,New_York,Queens_County,1
House_for_sale,4,2,1752,New_York,Bronx_County,0
Co_op_for_sale,2,1,900,Kings_County,Brooklyn,0
Townhouse_for_sale,7,5,6360,New_York,Kings_County,1
House_for_sale,5,4,4270,New_York,Richmond_County,1
Co_op_for_sale,3,1,450,New_York_County,New_York,0
House_for_sale,3,2,2340,New_York,Richmond_County,0
Multi_family_home_for_sale,4,2,1700,New_York,Kings_County,0
Co_op_for_sale,2,2,1697,New_York_County,New_York,1
House_for_sale,4,1,1840,New_York,Kings_County,1
Condo_for_sale,4,4,5000,New_York_County,New_York,1
Co_op_for_sale,1,1,850,Bronx_County,The_Bronx,0
Condo_for_sale,2,2,1140,New_York_County,New_York,1
Condo_for_sale,1,1,751,Kings_County,Brooklyn,0
House_for_sale,4,2,2340,New_York,Queens_County,1
Co_op_for_sale,2,2,1450,The_Bronx,Riverdale,0
Condo_for_sale,2,2,853,Richmond_County,Staten_Island,0
House_for_sale,3,1,1040,New_York,Richmond_County,0
Co_op_for_sale,2,2,1450,The_Bronx,Riverdale,0
Multi_family_home_for_sale,4,4,2334,New_York,Kings_County,1
Condo_for_sale,1,1,950,Richmond_County,Staten_Island,0
Multi_family_home_for_sale,4,2,2175,New_York,Kings_County,0
Condo_for_sale,2,3,3918,New_York_County,New_York,1
House_for_sale,4,2,1720,New_York,Kings_County,1
Co_op_for_sale,1,1,500,Kings_County,Brooklyn,0
Townhouse_for_sale,10,10,8000,New_York,New_York_County,1
Co_op_for_sale,2,1,950,New_York,Queens_County,0
House_for_sale,5,4,2704,New_York,Richmond_County,1
Co_op_for_sale,2,2,1050,Kings_County,Brooklyn,0
Co_op_for_sale,2,1,800,Bronx_County,The_Bronx,0
House_for_sale,4,2,1856,New_York,Richmond_County,0
Contingent,4,4,1240,New_York,Richmond_County,0
House_for_sale,3,2,1763,New_York,Richmond_County,0
Townhouse_for_sale,3,2,1513,New_York,Queens_County,1
House_for_sale,7,4,2800,New_York,Kings_County,1
Co_op_for_sale,3,2,1600,Queens_County,Queens,0
Multi_family_home_for_sale,20,8,7200,New_York,Kings_County,1
House_for_sale,4,4,2950,New_York,Kings_County,1
House_for_sale,3,2,1192,New_York,Kings_County,1
Contingent,3,2,1880,New_York,Kings_County,0
House_for_sale,5,4,2000,New_York,Queens_County,1
House_for_sale,6,5,5436,New_York,Kings_County,1
Co_op_for_sale,3,1,600,Queens_County,Queens,0
Condo_for_sale,2,1,673,Kings_County,Brooklyn,0
House_for_sale,3,2,1776,New_York,Queens_County,0
Condo_for_sale,1,1,538,New_York,Kings_County,0
House_for_sale,5,6,7723,New_York,Queens_County,1
Condo_for_sale,2,1,1296,New_York,Richmond_County,0
Co_op_for_sale,3,1,600,Bronx_County,The_Bronx,0
Co_op_for_sale,3,3,2195,New_York_County,New_York,1
House_for_sale,6,6,5600,New_York,Richmond_County,1
Co_op_for_sale,2,2,1050,New_York,Bronx_County,0
Condo_for_sale,2,2,968,Kings_County,Brooklyn,0
House_for_sale,3,2,1312,New_York,Richmond_County,0
Multi_family_home_for_sale,4,4,2880,New_York,Kings_County,1
Townhouse_for_sale,4,4,3740,New_York,New_York_County,1
Multi_family_home_for_sale,2,2,1672,New_York,Richmond_County,0
Condo_for_sale,2,2,1580,Kings_County,Brooklyn,1
Co_op_for_sale,1,1,1085,Kings_County,Brooklyn,0
House_for_sale,3,2,1224,New_York,Kings_County,0
Co_op_for_sale,1,1,700,Bronx_County,The_Bronx,0
Contingent,5,2,2050,New_York,Richmond_County,0
House_for_sale,2,2,1198,New_York_County,New_York,0
Condo_for_sale,3,2,877,Queens_County,Queens,0
Townhouse_for_sale,4,2,3397,New_York,New_York_County,1
Pending,2,2,1100,Bronx_County,The_Bronx,0
Multi_family_home_for_sale,12,8,5250,New_York,Kings_County,1
Condo_for_sale,5,6,7488,New_York_County,New_York,1
Pending,2,2,1100,Bronx_County,The_Bronx,0
Multi_family_home_for_sale,12,8,5250,New_York,Kings_County,1
Co_op_for_sale,1,1,800,Bronx_County,The_Bronx,0
Pending,2,1,775,New_York_County,New_York,0
Townhouse_for_sale,6,4,4000,New_York,Kings_County,1
House_for_sale,5,4,4480,New_York,New_York_County,1
Co_op_for_sale,1,1,750,Kings_County,Brooklyn,0
Multi_family_home_for_sale,5,3,2460,New_York,Queens_County,0
House_for_sale,3,2,1250,New_York,Bronx_County,0
Co_op_for_sale,2,2,1700,Queens_County,Queens,0
Multi_family_home_for_sale,4,2,1728,New_York,Bronx_County,0
House_for_sale,3,1,1340,New_York,Queens_County,0
Multi_family_home_for_sale,5,2,2268,New_York,Kings_County,0
Condo_for_sale,3,2,1185,Kings_County,Brooklyn,0
Multi_family_home_for_sale,3,2,2600,New_York,Kings_County,1
Multi_family_home_for_sale,3,2,1500,New_York,Richmond_County,0
House_for_sale,3,1,1800,New_York,Queens_County,0
Pending,1,1,615,New_York_County,New_York,0
Multi_family_home_for_sale,12,7,3000,New_York,Richmond_County,1
Contingent,3,4,1424,New_York,Richmond_County,0
Co_op_for_sale,3,1,260,New_York_County,New_York,0
Multi_family_home_for_sale,5,3,1548,New_York,Kings_County,1
Condo_for_sale,2,1,939,Richmond_County,Staten_Island,0
Multi_family_home_for_sale,4,2,2024,New_York,Kings_County,0
House_for_sale,2,1,666,New_York,Richmond_County,0
Condo_for_sale,1,1,430,New_York_County,New_York,0
Condo_for_sale,3,2,1241,Kings_County,Brooklyn,0
Co_op_for_sale,5,4,5500,New_York_County,New_York,1
Condo_for_sale,2,2,1452,New_York_County,New_York,1
Condo_for_sale,2,1,800,Queens_County,Queens,0
House_for_sale,3,2,1222,New_York,Richmond_County,0
Condo_for_sale,3,1,600,New_York_County,New_York,0
Condo_for_sale,2,2,1334,New_York,Kings_County,1
Multi_family_home_for_sale,9,4,3720,New_York,Bronx_County,1
Condo_for_sale,1,1,640,Brooklyn,Coney_Island,0
Townhouse_for_sale,7,6,9000,New_York,New_York_County,1
Townhouse_for_sale,5,4,3000,New_York,Kings_County,1
Pending,4,2,1456,New_York_County,New_York,1
House_for_sale,6,2,2200,New_York,Kings_County,1
Co_op_for_sale,1,1,800,Kings_County,Brooklyn,0
House_for_sale,2,2,1518,New_York,Richmond_County,1
