type,beds,bath,propertysqft,locality,sublocality,label
House_for_sale,5,4,2828,New_York,Kings_County,0
Multi_family_home_for_sale,5,3,1500,New_York,Queens_County,1
House_for_sale,4,4,2600,New_York,Richmond_County,1
Condo_for_sale,2,2,1253,Queens_County,Queens,0
Condo_for_sale,4,2,2183,New_York,New_York_County,1
Condo_for_sale,1,2,1321,New_York_County,New_York,1
Co_op_for_sale,2,1,850,Bronx_County,The_Bronx,0
Co_op_for_sale,2,2,2100,Kings_County,Brooklyn,1
House_for_sale,3,2,1332,New_York,Richmond_County,0
Multi_family_home_for_sale,3,4,3640,New_York,Kings_County,1
Co_op_for_sale,1,1,780,Kings_County,Brooklyn,0
Co_op_for_sale,1,1,925,Bronx_County,The_Bronx,0
House_for_sale,3,2,1565,New_York,Kings_County,0
Multi_family_home_for_sale,4,4,3305,New_York,Richmond_County,1
Co_op_for_sale,1,1,830,Bronx_County,The_Bronx,0
Multi_family_home_for_sale,6,3,3192,New_York,Kings_County,1
Condo_for_sale,3,2,1281,New_York_County,New_York,1
Condo_for_sale,2,2,1058,Queens_County,Queens,0
House_for_sale,5,4,1200,New_York,Queens_County,1
Co_op_for_sale,2,2,1300,Kings_County,Brooklyn,0
Co_op_for_sale,1,1,850,Queens_County,Queens,0
Multi_family_home_for_sale,5,2,2280,New_York,Kings_County,1
Co_op_for_sale,1,1,850,Queens_County,Queens,0
Townhouse_for_sale,3,2,1400,New_York,Richmond_County,0
House_for_sale,4,2,1120,New_York,Richmond_County,0
Co_op_for_sale,1,1,756,Kings_County,Brooklyn,0
Condo_for_sale,2,2,1098,Kings_County,Brooklyn,1
Multi_family_home_for_sale,4,4,3068,New_York,Bronx_County,0
House_for_sale,3,2,1344,New_York,Kings_County,0
Pending,4,2,1900,New_York,Queens_County,0
Co_op_for_sale,1,1,500,New_York_County,New_York,0
Condo_for_sale,2,2,1253,Queens_County,Queens,0
Co_op_for_sale,1,1,800,New_York,Kings_County,0
Multi_family_home_for_sale,5,6,3600,New_York,Kings_County,1
Townhouse_for_sale,3,2,1400,New_York,Queens_County,0
House_for_sale,4,3,1217,New_York,Richmond_County,0
Foreclosure,6,4,2116,New_York,Queens_County,0
Townhouse_for_sale,3,2,1280,New_York,Richmond_County,0
House_for_sale,4,3,2150,New_York,Richmond_County,0
House_for_sale,4,3,2129,New_York,Queens_County,0
Condo_for_sale,2,1,720,New_York_County,New_York,0
Pending,1,1,650,Bronx_County,The_Bronx,0
Pending,2,1,650,Kings_County,Brooklyn,0
Co_op_for_sale,3,1,1200,Kings_County,Brooklyn,0
Co_op_for_sale,3,2,1250,New_York,Kings_County,0
Contingent,2,1,1188,New_York,Richmond_County,0
House_for_sale,4,2,1252,New_York,Richmond_County,0
Condo_for_sale,4,4,3655,Kings_County,Brooklyn,1
Pending,4,2,1957,New_York,Kings_County,0
House_for_sale,4,2,1482,New_York,Kings_County,0
House_for_sale,3,4,2100,New_York,Richmond_County,0
House_for_sale,5,3,2082,New_York,Queens_County,1
House_for_sale,5,3,2082,New_York,Queens_County,1
House_for_sale,3,4,2100,New_York,Richmond_County,0
Condo_for_sale,2,1,807,Kings_County,Brooklyn,1
Co_op_for_sale,2,1,950,New_York,Bronx_County,0
Multi_family_home_for_sale,6,3,2754,New_York,Kings_County,1
House_for_sale,6,6,6290,New_York,Bronx_County,1
Condo_for_sale,2,2,1875,New_York_County,New_York,1
House_for_sale,3,2,1260,New_York,Queens_County,0
House_for_sale,4,2,1604,New_York,Kings_County,0
Condo_for_sale,2,2,1875,New_York_County,New_York,1
House_for_sale,6,6,6290,New_York,Bronx_County,1
House_for_sale,4,2,1604,New_York,Kings_County,0
House_for_sale,3,2,1260,New_York,Queens_County,0
House_for_sale,4,3,3512,New_York,Queens_County,1
House_for_sale,6,3,3600,New_York,Richmond_County,1
Condo_for_sale,1,1,718,Richmond_County,Staten_Island,0
Condo_for_sale,3,2,1027,New_York_County,New_York,0
House_for_sale,3,2,1440,New_York,Richmond_County,0
Condo_for_sale,1,1,626,Kings_County,Brooklyn,0
Townhouse_for_sale,4,3,2800,New_York,Kings_County,1
Townhouse_for_sale,2,2,1500,New_York,Kings_County,1
Townhouse_for_sale,3,2,1950,New_York,Kings_County,1
Co_op_for_sale,1,1,550,New_York_County,New_York,0
Co_op_for_sale,2,1,800,New_York_County,New_York,0
House_for_sale,3,2,1484,New_York,Richmond_County,0
Condo_for_sale,3,2,1525,New_York_County,New_York,1
Townhouse_for_sale,8,6,5925,New_York,New_York_County,1
House_for_sale,1,1,3536,New_York,New_York_County,1
Condo_for_sale,1,1,684,New_York_County,New_York,0
House_for_sale,3,2,2200,New_York,Richmond_County,0
Co_op_for_sale,1,2,1000,New_York_County,New_York,1
Condo_for_sale,3,3,3000,New_York_County,New_York,1
House_for_sale,6,3,2940,New_York,Kings_County,0
Townhouse_for_sale,4,2,2266,New_York,Kings_County,0
House_for_sale,3,2,1410,New_York,Richmond_County,0
Townhouse_for_sale,3,2,1344,New_York,Richmond_County,0
Condo_for_sale,2,2,1117,Kings_County,Brooklyn,1
Townhouse_for_sale,5,3,3024,New_York,New_York_County,1
Co_op_for_sale,2,1,750,Kings_County,Brooklyn,0
Multi_family_home_for_sale,12,6,4125,New_York,Kings_County,1
House_for_sale,5,4,2288,New_York,Richmond_County,0
Condo_for_sale,2,2,1188,New_York_County,New_York,1
Co_op_for_sale,1,1,780,Kings_County,Brooklyn,0
Condo_for_sale,3,2,804,Kings_County,Brooklyn,0
Co_op_for_sale,1,1,800,Bronx_County,The_Bronx,0
House_for_sale,3,2,1890,New_York,Kings_County,1
Co_op_for_sale,3,2,1480,New_York,Kings_County,0
Co_op_for_sale,1,1,750,Kings_County,Brooklyn,0
House_for_sale,3,2,1960,New_York,Kings_County,1
Co_op_for_sale,2,2,906,New_York,Bronx_County,0
Condo_for_sale,2,2,975,New_York_County,New_York,0
Contingent,4,1,1200,Richmond_County,Staten_Island,0
Condo_for_sale,2,2,967,Queens_County,Queens,0
Multi_family_home_for_sale,9,3,3234,New_York,Bronx_County,1
Condo_for_sale,2,2,1262,New_York_County,New_York,0
House_for_sale,3,2,1376,New_York,Queens_County,0
Pending,5,3,2000,New_York,Queens_County,0
Co_op_for_sale,1,1,750,Kings_County,Brooklyn,0
House_for_sale,5,2,3244,New_York,Kings_County,0
Co_op_for_sale,2,1,810,Queens_County,Queens,0
House_for_sale,3,3,1311,New_York,Queens_County,0
Co_op_for_sale,1,1,800,New_York_County,New_York,0
House_for_sale,4,2,2550,New_York,Bronx_County,0
Co_op_for_sale,2,2,1200,Bronx_County,The_Bronx,0
Co_op_for_sale,1,1,900,Queens_County,Queens,0
Multi_family_home_for_sale,6,4,2840,New_York,Bronx_County,1
Co_op_for_sale,2,1,1100,Kings_County,Brooklyn,0
House_for_sale,3,2,1296,New_York,Kings_County,0
Co_op_for_sale,3,2,1800,New_York_County,New_York,1
Co_op_for_sale,3,2,1500,Queens_County,Queens,0
House_for_sale,3,2,1040,New_York,Richmond_County,0
House_for_sale,4,3,2688,New_York,Queens_County,1
Co_op_for_sale,3,1,275,Kings_County,Brooklyn,0
House_for_sale,4,3,1832,New_York,Bronx_County,0
Co_op_for_sale,1,1,750,Bronx_County,The_Bronx,0
Co_op_for_sale,2,1,863,Bronx_County,The_Bronx,0
Co_op_for_sale,2,2,1200,Bronx_County,The_Bronx,0
House_for_sale,4,4,10000,New_York,New_York_County,1
Townhouse_for_sale,4,4,3400,New_York,Kings_County,1
House_for_sale,3,2,2050,New_York,Kings_County,0
Condo_for_sale,4,4,3704,New_York,New_York_County,1
Co_op_for_sale,1,1,625,Bronx_County,The_Bronx,0
Condo_for_sale,2,2,1048,Kings_County,Brooklyn,1
Condo_for_sale,3,1,721,New_York_County,New_York,0
Townhouse_for_sale,10,8,6201,New_York,New_York_County,1
Multi_family_home_for_sale,12,6,4875,New_York,Queens_County,1
House_for_sale,5,2,2218,New_York,Bronx_County,0
House_for_sale,4,2,1672,New_York,Queens_County,0
House_for_sale,3,2,1152,New_York,Richmond_County,0
Townhouse_for_sale,6,4,2400,New_York,Kings_County,1
House_for_sale,5,2,1870,New_York,Richmond_County,0
House_for_sale,4,2,2476,New_York,Richmond_County,0
Multi_family_home_for_sale,8,3,4428,New_York,Bronx_County,0
Multi_family_home_for_sale,1,1,630,New_York_County,New_York,0
House_for_sale,3,2,1728,Bronx_County,The_Bronx,0
Co_op_for_sale,1,1,801,Queens_County,Queens,0
Multi_family_home_for_sale,7,3,2000,New_York,Kings_County,1
House_for_sale,5,4,5000,New_York,New_York_County,1
Co_op_for_sale,2,1,800,New_York,Kings_County,0
Condo_for_sale,2,1,789,New_York,Bronx_County,0
House_for_sale,3,2,2700,New_York,Kings_County,1
Townhouse_for_sale,3,3,1979,New_York_County,New_York,1
Condo_for_sale,2,1,789,New_York,Bronx_County,0
Co_op_for_sale,2,1,800,New_York,Kings_County,0
Pending,3,1,1504,New_York,Queens_County,0
House_for_sale,3,2,1152,New_York,Richmond_County,0
Contingent,3,3,2774,New_York,Richmond_County,1
Condo_for_sale,1,2,879,Queens_County,Queens,0
House_for_sale,5,4,6000,New_York,New_York_County,1
Townhouse_for_sale,3,2,1677,Richmond_County,Staten_Island,0
Condo_for_sale,3,2,920,Bronx_County,The_Bronx,0
Condo_for_sale,2,2,845,Kings_County,Brooklyn,0
Condo_for_sale,3,2,1779,Kings_County,Brooklyn,0
Co_op_for_sale,2,2,1250,New_York_County,New_York,1
Pending,3,2,1600,New_York_County,New_York,0
Co_op_for_sale,3,1,550,Bronx_County,The_Bronx,0
Condo_for_sale,1,1,517,New_York_County,New_York,0
Condo_for_sale,2,2,1041,New_York_County,New_York,1
Townhouse_for_sale,4,4,4650,New_York,Kings_County,1
Condo_for_sale,6,7,4908,New_York_County,New_York,1
Condo_for_sale,1,1,750,Kings_County,Brooklyn,0
Condo_for_sale,1,1,490,Queens_County,Queens,0
Pending,2,1,975,Bronx_County,The_Bronx,0
Co_op_for_sale,1,1,831,Bronx_County,The_Bronx,0
Condo_for_sale,5,4,3075,Bronx_County,The_Bronx,1
Townhouse_for_sale,5,3,2105,New_York,Kings_County,1
Multi_family_home_for_sale,7,3,3388,New_York,Bronx_County,0
House_for_sale,6,6,6353,New_York,Richmond_County,1
Co_op_for_sale,5,3,3000,Queens_County,Queens,1
Condo_for_sale,1,1,661,Queens_County,Queens,0
Pending,6,2,2340,New_York,Bronx_County,0
Co_op_for_sale,3,2,2025,New_York_County,New_York,1
Condo_for_sale,2,2,922,New_York_County,New_York,0
Townhouse_for_sale,10,10,5227,New_York,New_York_County,1
Co_op_for_sale,1,1,1000,Bronx_County,The_Bronx,0
House_for_sale,3,2,1664,New_York,Kings_County,0
Townhouse_for_sale,5,4,3000,New_York,Kings_County,1
Multi_family_home_for_sale,13,7,5250,New_York,Bronx_County,1
House_for_sale,3,2,2110,New_York,Kings_County,1
Townhouse_for_sale,5,4,17860,New_York,Kings_County,1
Co_op_for_sale,3,2,1350,Queens_County,Queens,0
Townhouse_for_sale,11,11,11110,New_York,New_York_County,1
Townhouse_for_sale,5,4,4100,New_York,New_York_County,1
Pending,4,3,2388,United_States,New_York,1
Condo_for_sale,2,2,1190,Queens_County,Queens,0
House_for_sale,5,2,1790,New_York,Bronx_County,0
Condo_for_sale,1,1,616,Queens_County,Queens,0
House_for_sale,3,3,1344,New_York,Queens_County,0
Condo_for_sale,1,1,776,Richmond_County,Staten_Island,0
Townhouse_for_sale,10,10,6060,New_York,New_York_County,1
House_for_sale,3,4,1888,New_York,Richmond_County,0
Co_op_for_sale,3,2,1492,Queens_County,Queens,0
Multi_family_home_for_sale,6,3,2160,New_York,Kings_County,1
House_for_sale,4,2,1492,New_York,Kings_County,0
Condo_for_sale,1,1,720,Queens_County,Queens,0
Co_op_for_sale,3,1,1020,Queens_County,Queens,0
Townhouse_for_sale,5,4,4043,New_York,Kings_County,1
Multi_family_home_for_sale,6,4,2200,New_York,Queens_County,0
Condo_for_sale,2,1,850,Bronx_County,The_Bronx,0
Condo_for_sale,2,2,1054,Bronx_County,The_Bronx,0
Condo_for_sale,3,4,2789,Kings_County,Brooklyn,1
Condo_for_sale,1,1,506,Kings_County,Brooklyn,0
House_for_sale,3,4,2400,New_York,Bronx_County,1
House_for_sale,3,2,1200,New_York,Kings_County,0
Townhouse_for_sale,6,7,8068,New_York,New_York_County,1
Condo_for_sale,1,1,638,New_York,Richmond_County,0
Multi_family_home_for_sale,4,2,2034,New_York,Bronx_County,0
Multi_family_home_for_sale,4,2,2000,New_York,Richmond_County,0
Condo_for_sale,2,2,969,Kings_County,Brooklyn,0
Townhouse_for_sale,9,8,5000,New_York,Kings_County,1
House_for_sale,4,2,7825,New_York,New_York_County,1
Pending,2,2,1200,Kings_County,Brooklyn,0
Townhouse_for_sale,6,4,4400,New_York,New_York_County,1
Co_op_for_sale,2,1,925,New_York,Queens_County,0
Co_op_for_sale,2,1,922,Bronx_County,The_Bronx,0
House_for_sale,3,4,2071,New_York_County,New_York,1
Co_op_for_sale,1,1,792,Queens_County,Queens,0
Co_op_for_sale,2,1,1200,Queens_County,Queens,0
Townhouse_for_sale,4,4,4375,New_York,New_York_County,1
Co_op_for_sale,1,1,748,Queens_County,Queens,0
Condo_for_sale,2,1,705,Queens_County,Queens,0
House_for_sale,3,2,1496,New_York,Kings_County,1
House_for_sale,3,2,1584,New_York,Kings_County,1
Co_op_for_sale,4,4,3000,New_York_County,New_York,1
House_for_sale,3,2,1816,New_York,Richmond_County,0
Condo_for_sale,3,3,2162,New_York_County,New_York,1
Pending,2,2,1657,Kings_County,Brooklyn,0
Condo_for_sale,3,3,1757,New_York,New_York_County,1
Co_op_for_sale,2,2,1200,New_York_County,New_York,1
Condo_for_sale,3,2,1004,Bronx_County,The_Bronx,0
Co_op_for_sale,2,2,1200,New_York_County,New_York,1
Pending,2,2,1657,Kings_County,Brooklyn,0
Condo_for_sale,3,3,1757,New_York,New_York_County,1
Pending,3,2,864,New_York,Richmond_County,0
Multi_family_home_for_sale,7,3,2745,New_York,Bronx_County,0
Pending,2,2,1464,New_York,Kings_County,1
Co_op_for_sale,1,1,660,Kings_County,Brooklyn,0
Condo_for_sale,3,2,1301,Kings_County,Brooklyn,0
Co_op_for_sale,1,1,950,Queens_County,Queens,0
House_for_sale,3,2,1088,New_York,Kings_County,0
Condo_for_sale,2,4,1568,New_York,Richmond_County,0
House_for_sale,3,2,1700,New_York,Kings_County,1
Condo_for_sale,1,2,869,New_York,Queens_County,0
House_for_sale,4,2,936,New_York,Kings_County,0
House_for_sale,3,2,1468,New_York,Richmond_County,0
Co_op_for_sale,2,1,900,Bronx_County,The_Bronx,0
Co_op_for_sale,3,2,1650,New_York_County,New_York,1
Co_op_for_sale,1,2,980,Queens_County,Queens,0
Pending,4,4,1619,New_York,Kings_County,0
Co_op_for_sale,1,1,750,Kings_County,Brooklyn,0
Co_op_for_sale,4,1,1076,Bronx_County,The_Bronx,0
Townhouse_for_sale,8,7,4952,New_York,New_York_County,1
Townhouse_for_sale,6,6,4000,New_York,New_York_County,1
Co_op_for_sale,3,2,1500,Queens_County,Queens,0
Townhouse_for_sale,5,3,2940,New_York,Kings_County,1
House_for_sale,3,2,2052,New_York,Richmond_County,0
Co_op_for_sale,1,1,800,Kings_County,Brooklyn,0
Condo_for_sale,3,3,2584,New_York_County,New_York,1
Condo_for_sale,1,2,908,Queens_County,Queens,0
Contingent,3,2,1360,New_York,Richmond_County,0
Condo_for_sale,3,2,1245,Bronx_County,The_Bronx,0
Condo_for_sale,3,1,600,Kings_County,Brooklyn,0
Co_op_for_sale,1,1,725,New_York_County,New_York,0
Condo_for_sale,3,4,2190,New_York_County,New_York,1
Townhouse_for_sale,11,8,4560,New_York,Bronx_County,1
Multi_family_home_for_sale,16,8,3550,New_York,Bronx_County,1
Pending,3,1,1200,New_York_County,New_York,0
Co_op_for_sale,2,2,1150,Kings_County,Brooklyn,0
House_for_sale,4,3,2200,New_York,Kings_County,1
Co_op_for_sale,1,1,625,Kings_County,Brooklyn,0
Townhouse_for_sale,4,3,1960,New_York,Queens_County,0
Co_op_for_sale,3,2,1100,Bronx_County,The_Bronx,0
House_for_sale,3,2,2191,New_York,Richmond_County,0
Multi_family_home_for_sale,3,2,2520,New_York,Kings_County,1
House_for_sale,5,3,2637,New_York,Queens_County,1
House_for_sale,3,4,2037,New_York,Kings_County,1
Co_op_for_sale,2,2,1350,New_York_County,New_York,0
Condo_for_sale,1,1,550,New_York_County,New_York,0
House_for_sale,3,1,2560,New_York,New_York_County,1
Co_op_for_sale,3,1,300,Kings_County,Brooklyn,0
Condo_for_sale,1,1,550,New_York_County,New_York,0
House_for_sale,4,2,1976,New_York,Richmond_County,0
Foreclosure,3,2,1204,New_York,Richmond_County,0
House_for_sale,6,4,3432,New_York,Kings_County,1
Condo_for_sale,2,2,1050,Kings_County,Brooklyn,0
House_for_sale,3,2,1786,New_York,Richmond_County,0
Co_op_for_sale,3,3,3500,New_York_County,New_York,1
House_for_sale,3,2,1383,New_York,Richmond_County,0
Co_op_for_sale,2,1,1300,Kings_County,Brooklyn,0
Condo_for_sale,2,2,1021,Kings_County,Brooklyn,0
Contingent,3,2,1424,New_York,Richmond_County,0
Condo_for_sale,7,4,6300,New_York_County,New_York,1
Co_op_for_sale,1,1,755,New_York_County,New_York,0
House_for_sale,4,3,2013,New_York,Richmond_County,0
Multi_family_home_for_sale,6,4,2565,New_York,Kings_County,1
House_for_sale,3,1,1360,New_York,Bronx_County,0
Condo_for_sale,3,2,1494,New_York_County,New_York,1
Multi_family_home_for_sale,14,6,5103,New_York,Bronx_County,1
House_for_sale,3,2,1452,New_York,Queens_County,0
Multi_family_home_for_sale,6,3,2400,New_York,Kings_County,1
Multi_family_home_for_sale,7,3,2400,New_York,Kings_County,1
Pending,2,2,2451,New_York,Queens_County,0
Contingent,6,6,3219,New_York,Richmond_County,1
Condo_for_sale,2,2,1541,Bronx_County,The_Bronx,1
House_for_sale,3,1,1080,New_York,Kings_County,0
Multi_family_home_for_sale,6,2,2042,New_York,Bronx_County,0
House_for_sale,3,2,1309,New_York,Kings_County,0
Pending,1,2,908,Queens_County,Queens,0
House_for_sale,3,2,1152,New_York,Richmond_County,0
Co_op_for_sale,2,1,1000,Queens_County,Queens,0
House_for_sale,1,1,640,New_York,Bronx_County,0
House_for_sale,4,2,2600,New_York,Richmond_County,1
Multi_family_home_for_sale,6,5,1810,New_York,Queens_County,1
Co_op_for_sale,2,2,1200,Queens_County,Queens,0
Co_op_for_sale,2,2,1100,Kings_County,Brooklyn,0
House_for_sale,3,1,882,New_York,Queens_County,0
Multi_family_home_for_sale,2,3,1530,New_York,Richmond_County,0
Condo_for_sale,2,2,901,New_York_County,New_York,1
Multi_family_home_for_sale,5,3,2487,New_York,Bronx_County,0
Townhouse_for_sale,4,2,1874,New_York,Kings_County,1
Pending,1,1,750,Queens_County,Queens,0
Co_op_for_sale,4,4,2600,New_York_County,New_York,1
Co_op_for_sale,3,1,450,Kings_County,Brooklyn,0
Pending,4,2,2080,New_York,Kings_County,1
Multi_family_home_for_sale,6,4,2700,New_York,Queens_County,1
House_for_sale,4,4,2716,New_York,Queens_County,1
Condo_for_sale,1,1,525,Bronx_County,The_Bronx,0
Co_op_for_sale,1,2,1215,Queens_County,Queens,0
House_for_sale,4,2,1224,New_York,Richmond_County,0
Townhouse_for_sale,5,4,2400,Kings_County,Brooklyn,1
Pending,3,2,1250,New_York,Richmond_County,0
Multi_family_home_for_sale,5,4,2880,New_York,Queens_County,1
Co_op_for_sale,1,1,753,Queens_County,Queens,0
Multi_family_home_for_sale,3,2,2000,New_York,Kings_County,1
Multi_family_home_for_sale,5,4,2905,New_York,Queens_County,1
Multi_family_home_for_sale,5,2,2208,New_York,Kings_County,1
Co_op_for_sale,2,1,1000,Kings_County,Brooklyn,0
Co_op_for_sale,2,1,600,Queens_County,Queens,0
House_for_sale,5,2,2652,New_York,Kings_County,1
Condo_for_sale,2,2,1562,New_York_County,New_York,1
Condo_for_sale,1,1,943,Kings_County,Brooklyn,0
Contingent,3,2,1180,Richmond_County,Staten_Island,0
House_for_sale,3,2,1052,New_York,Bronx_County,0
Multi_family_home_for_sale,9,11,6270,New_York,Kings_County,1
Co_op_for_sale,1,1,800,Kings_County,Brooklyn,0
House_for_sale,4,4,3570,New_York,Richmond_County,0
House_for_sale,2,2,1365,New_York,Richmond_County,0
Co_op_for_sale,1,1,750,Bronx_County,The_Bronx,0
Condo_for_sale,2,2,1320,Queens_County,Queens,0
Co_op_for_sale,1,1,750,New_York_County,New_York,0
Condo_for_sale,3,4,2200,New_York_County,New_York,1
Condo_for_sale,3,4,5094,New_York_County,New_York,1
House_for_sale,6,6,5500,New_York,New_York_County,1
Condo_for_sale,1,1,787,New_York,Kings_County,0
Condo_for_sale,1,1,830,Kings_County,Brooklyn,0
Pending,4,4,2920,New_York,Richmond_County,0
Co_op_for_sale,2,1,1000,Kings_County,Brooklyn,0
Co_op_for_sale,1,1,630,New_York_County,New_York,0
Co_op_for_sale,2,2,1200,Kings_County,Brooklyn,0
Co_op_for_sale,2,2,975,Bronx_County,The_Bronx,0
Multi_family_home_for_sale,9,6,5712,Kings_County,Brooklyn,0
Townhouse_for_sale,6,4,2504,New_York,Richmond_County,1
Condo_for_sale,2,2,1420,New_York_County,New_York,1
Condo_for_sale,2,2,1229,Kings_County,Brooklyn,1
House_for_sale,3,2,1224,New_York,Kings_County,0
Multi_family_home_for_sale,7,4,3682,New_York,Kings_County,1
Pending,8,10,16000,New_York,New_York_County,1
Co_op_for_sale,1,2,1074,Queens_County,Queens,0
House_for_sale,5,2,2690,New_York,Kings_County,1
House_for_sale,3,2,1890,New_York,Bronx_County,0
Condo_for_sale,1,1,561,Kings_County,Brooklyn,0
Condo_for_sale,2,2,904,New_York,Queens_County,0
Condo_for_sale,3,1,400,Richmond_County,Staten_Island,0
Condo_for_sale,4,4,3844,New_York,New_York_County,1
Co_op_for_sale,3,1,983,New_York_County,New_York,0
Co_op_for_sale,2,2,1100,Kings_County,Brooklyn,1
Multi_family_home_for_sale,4,4,3181,New_York,Kings_County,1
House_for_sale,4,2,1680,New_York,Richmond_County,0
House_for_sale,4,2,1680,New_York,Richmond_County,0
Townhouse_for_sale,3,2,1296,New_York,Queens_County,0
Pending,3,4,2840,New_York,Kings_County,1
Co_op_for_sale,1,1,700,New_York_County,New_York,0
House_for_sale,8,10,8360,New_York_County,New_York,1
Multi_family_home_for_sale,5,4,3252,New_York,Richmond_County,1
Multi_family_home_for_sale,5,3,2424,New_York,Kings_County,1
Co_op_for_sale,1,1,650,Queens_County,Queens,0
Townhouse_for_sale,4,4,3200,New_York,Kings_County,1
House_for_sale,3,4,2337,New_York,Richmond_County,0
Condo_for_sale,1,1,1000,New_York,Richmond_County,0
House_for_sale,2,1,560,New_York,Kings_County,0
Multi_family_home_for_sale,5,5,2500,New_York,Queens_County,1
House_for_sale,2,2,1808,New_York,Richmond_County,0
Townhouse_for_sale,7,4,5200,New_York,New_York_County,1
Co_op_for_sale,3,1,250,New_York_County,New_York,0
Co_op_for_sale,3,1,550,Kings_County,Brooklyn,0
Condo_for_sale,3,2,1773,New_York_County,New_York,1
Condo_for_sale,2,2,1519,New_York_County,New_York,0
Co_op_for_sale,3,2,1300,Queens_County,Queens,0
Condo_for_sale,3,3,2782,New_York,Kings_County,1
Co_op_for_sale,1,1,790,Kings_County,Brooklyn,0
Condo_for_sale,3,3,1574,Kings_County,Brooklyn,0
Co_op_for_sale,4,2,2350,New_York_County,New_York,1
Co_op_for_sale,1,2,740,United_States,New_York,0
Multi_family_home_for_sale,7,4,2800,New_York,Queens_County,1
Co_op_for_sale,1,1,850,Queens_County,Queens,0
House_for_sale,4,3,3225,New_York,Kings_County,1
Condo_for_sale,3,2,1401,Kings_County,Brooklyn,0
Condo_for_sale,2,2,2522,New_York_County,New_York,1
House_for_sale,3,2,1870,New_York,Bronx_County,1
Condo_for_sale,4,3,1950,Kings_County,Brooklyn,1
Condo_for_sale,3,4,2926,New_York_County,New_York,1
Co_op_for_sale,2,2,1200,Queens_County,Queens,0
House_for_sale,3,2,1440,New_York,Kings_County,1
Townhouse_for_sale,2,2,1159,New_York,Richmond_County,0
Condo_for_sale,1,1,850,New_York_County,New_York,1
House_for_sale,2,1,1440,New_York,Queens_County,0
For_sale,6,4,5000,New_York,Kings_County,1
Condo_for_sale,2,2,1892,New_York_County,New_York,1
Condo_for_sale,2,2,1600,New_York_County,New_York,1
Co_op_for_sale,3,1,550,Queens_County,Queens,0
Multi_family_home_for_sale,4,4,2776,New_York,Richmond_County,1
House_for_sale,3,2,2800,New_York,Queens_County,1
Co_op_for_sale,2,1,1000,Queens_County,Queens,0
Multi_family_home_for_sale,3,3,2646,New_York,Kings_County,0
Co_op_for_sale,3,1,625,Queens,Rego_Park,0
Co_op_for_sale,3,1,550,Queens_County,Queens,0
Co_op_for_sale,1,1,720,Bronx_County,The_Bronx,0
Condo_for_sale,4,4,3310,New_York,Manhattan,1
Contingent,2,1,1200,Richmond_County,Staten_Island,0
Condo_for_sale,2,2,942,Kings_County,Brooklyn,0
Co_op_for_sale,2,1,854,Kings_County,Brooklyn,0
Multi_family_home_for_sale,4,2,1480,New_York,Queens_County,0
Condo_for_sale,2,2,955,Queens_County,Queens,0
House_for_sale,3,2,1360,New_York,Kings_County,1
Co_op_for_sale,2,1,1100,New_York_County,New_York,0
Condo_for_sale,3,2,1180,Bronx_County,The_Bronx,0
Condo_for_sale,3,4,3228,New_York,New_York_County,1
House_for_sale,3,2,1600,New_York,Richmond_County,0
Condo_for_sale,4,4,3100,New_York_County,New_York,1
Townhouse_for_sale,4,4,3412,New_York,Kings_County,1
House_for_sale,3,4,2750,New_York,Kings_County,1
House_for_sale,3,2,1400,New_York,Bronx_County,0
Condo_for_sale,3,2,1865,New_York,Kings_County,1
Condo_for_sale,2,2,1850,Queens_County,Queens,1
Co_op_for_sale,2,1,822,New_York,Bronx_County,0
House_for_sale,3,2,1836,New_York,Queens_County,0
House_for_sale,6,3,5400,New_York,Kings_County,0
Co_op_for_sale,3,2,1150,Bronx_County,The_Bronx,0
Co_op_for_sale,2,2,1000,New_York_County,New_York,0
Co_op_for_sale,1,1,750,Kings_County,Brooklyn,0
Townhouse_for_sale,6,4,3340,New_York,Kings_County,1
Co_op_for_sale,3,1,1200,Kings_County,Brooklyn,0
Condo_for_sale,2,2,1200,New_York_County,New_York,1
House_for_sale,2,2,3050,New_York_County,New_York,1
House_for_sale,4,4,3424,New_York,Kings_County,1
Co_op_for_sale,4,4,2700,New_York,New_York_County,1
House_for_sale,4,4,2968,New_York_County,New_York,1
House_for_sale,32,12,7188,New_York,New_York_County,1
Condo_for_sale,2,2,1257,Queens_County,Queens,1
Co_op_for_sale,1,1,750,New_York,Queens_County,0
Multi_family_home_for_sale,5,4,4143,New_York,Richmond_County,1
Multi_family_home_for_sale,7,6,3733,New_York,Bronx_County,0
Contingent,3,2,1312,New_York,Richmond_County,0
Co_op_for_sale,3,2,2300,New_York_County,New_York,1
House_for_sale,3,3,1456,New_York,Richmond_County,0
Condo_for_sale,1,2,1070,New_York_County,New_York,1
House_for_sale,2,2,800,New_York,Kings_County,0
Condo_for_sale,3,2,1375,Kings_County,Brooklyn,1
House_for_sale,3,3,1456,New_York,Richmond_County,0
House_for_sale,2,2,800,New_York,Kings_County,0
Condo_for_sale,3,2,2082,Richmond_County,Staten_Island,1
House_for_sale,2,2,1146,New_York,Bronx_County,0
Co_op_for_sale,2,1,800,Kings_County,Brooklyn,0
House_for_sale,6,6,8790,New_York,New_York_County,1
House_for_sale,2,1,900,New_York,Richmond_County,0
Condo_for_sale,4,4,3550,New_York_County,New_York,1
